,Rating,Review,Length
1116,4,three different brand micro sd card sandisk one still two quit work buy several card problem except wish would buy ones memory excellent product,24
1117,4,get add memory htc evo lte phone work perfectly fast read write 32gb provide lot additional storage top 8gb phone recommend specific card android phone sorry apple users expansion slot,30
1118,3,perfect ss galaxy note great price recommend sd card storage need,11
1119,4,purchase additional memory smartphone far good problem memory card,9
1120,4,several 64gb card gopro 3 black canon t3i work great without issue transfer speed lightning quick well,17
1121,4,good 32 gb sd card buy upgrade memory stotage cell work samsung s3 also come adapter,16
1122,4,use 1080p video camera perform well doesnt issue keep transfer rat interfacing computer high,14
1123,4,nothing much say work great havent lose single picture video save far readwrite speed excellent ive use months samsung galaxy s4 complaints,22
1124,4,far work fine ive read negative review give one nothing yet good buy,13
1125,2,gopro seem bite finicky card speed since last firmware upgrade apply card ive use quite long time start cause randomly report errors stop record get couple sandisk card ive get hero power via usb port fill card repeatedly without run battery errors report far ive completely fill one card twice three timesi havent always best luck sandisk work well far finger cross last use camera record offroad 34brisk34 dualsport rid,70
1126,4,work good,2
1127,4,work great better think cave surface tablet truly recommend work straight away,12
1128,4,couldnt ask anything better use gopro hero 3 record lot video hold lot pics,14
1129,4,cant measure speed dont know judge things base experience trust sandisk rely give hard drive last long reliable,18
1130,3,good like work perfectly minidrive kind slow sometimes doesnt reach promise 10mbs,12
1131,0,get product fine stop workingthe last one come droid x release day work whole time since get without hitchi get one dead less 60 daysi dont know get lemon whole supply bad faulty say displease,35
1132,4,speed great use galaxy tab 3 bunch hd movies watch movies tablet flawlessly say,14
1133,4,good product useful smart phone adapter work finerecomended th smart phone expand 64 gb,14
1134,4,buy galaxy s4 expand storage capacity work great fast transfer speed well,12
1135,4,card great really fast compare common card even sandisk kingston etcif need copy file card shortest time right oneit8217s reliable never miss photo music file5 star well deserve,28
1136,4,get handheld gps store data already store main memory,9
1137,4,microsd card describe others sandisk fast transfer awesome price get samsung galaxy s3 love,14
1138,4,best amount space price quality product work without defectives use galaxy 3 4 currently note iii,16
1139,0,great review card pick samsung galaxy iii pop card happy take picture save file live lifefast forward two months later sudden card stop function phone wont read computer wont read either submit ticket sandisk hopefully get replacement actually worksthank goodness save photos dropbox,43
1140,4,need load video file moto xoom good capacity inexpensive price work like charm,13
1141,4,love product would recommend product anyone give 5 5 star everything need plus,13
1142,4,soon saw card announce various tech sit know buy one go amazon pick one 120 steep price compare 64gb card largest capacity commercially available dont want swap micro sd card inconvenient various speed test card confirm get 30mbs read speed fastest saw little 40mbs write speed vary greatly seem decrease larger file get minimum write speed saw 10 mbs use samsung galaxy note 3 issue,65
1143,4,2phone year problemsuse adapter camera laptop 45 months without troublewill continue use sandisk,13
1144,4,use card slr work fantastic allow use burst mode full capacity 10fps try samsung mp3 player work randomly show data need reboot fix fairness could device software cant deduct star,30
1145,4,buy two laptop camera theyre work great far good speed 100 happy purchase,13
1146,4,work perfectly verizon wireless samsung galaxy note 2 pop way go need format plenty room videos photos movies,18
1147,4,expect nothing less compact flash sd card sandisk brand extremely reliable,11
1148,4,es una reconocida marca la calidad de sus productos tambieacuten lo son la velocidad para caacutemares de alta definicioacuten es muy recomendadait recognize brand quality products speed high definition camareacutes highly recommend,32
1149,4,use card tablet problems fast excellent product highly recommendit need tablet right amount memory right price,16
1150,4,one best memory card look forward purchase items get 64 next,11
1151,1,buy card galaxy s4 instal load music card randomly eject like 3rd ejection morning phone report card need reformatted damage reformatted random sdcard ejection damage card keep come google read galaxy series phone know compatibility issue sandisk card hit miss phone issue replace card already amazon ship 2nd card within days problems arise sure switch different brand card definitely useless time maybe give away friend doesnt s4,67
1152,4,good sd card good job purchase mine 64gb note 2 highly recommend try,13
1153,4,get sale 66 list price already pay im glad able memory tablet happy come sd card adaptor transfer picture straight camera table,22
1154,4,like work transformer tablet supply plenty space play watch listen want,11
1155,4,wifes macbook air ssd get full drop one nearflush mount sd adaptor also via amazon set second drive itunes collection shes get plenty room pics kid,26
1156,4,go add storage android tablet one recommend ssd card,9
1157,4,great picture music come secure package lot storage file reasonably price also,12
1158,3,love extra storage card give transfer speed card slower would like play back hd video without hiccup,17
1159,3,get great price work great little upset tiny size package almost didnt even see step arrive 1434 thick cardboard envelope 334 234,22
1160,4,come reasonable amount time exactly order pretty light stun sound reliable memory card work fail,15
1161,4,32gb storage suppose work perfectly fine verizon galaxy s4,9
1162,4,storage new phone recognize format available less minute simple,9
1163,4,arrive timely manner suppose pretty cute serve purpose,8
1164,4,32 gb sd card work well price reasonable happy purchase far worth try,13
1165,4,need item couldnt find local store impress receive work like champ able store many things card,16
1166,4,wasnt sure 64 gigs would work galaxy s2it work pleaseddoes job,11
1167,4,awesome product worth buy cheap lot memory mention fast process,10
1168,4,sd card everything statedblazing fast huge storageit much space first staryed take picture videos phone didnt even show limit basically limit many picture video space max,26
1169,4,product sandisk ultra 64 gb microsdxc class 10 uhs1 memory card 30mbs adapter sdsdqu064gaffparating 55 excellentpeople buy microsd card 4 primary criteria mind 1 storage capacity 2 price 3 reliabilitycompatibilityavailability 4 speed buy u64 back feb 2013 long release largest fastest microsd available time weigh good price back sandisk reputationfor galaxy s3 schi535 currently android 43 card delightful slam dunk four count remind today slam 30gb mp3s pc onto s3s card card handle massive data dump grace aplomb im able use phone wirelessly stream entire music library new bluetoothcompatible bookshelf stereocolor satisfy,92
1170,4,say work promise need new cell phone need,8
1171,4,love problems snag hiccup try access data write data phone,10
1172,4,problems access time actually bite slower phone memory read pretty good,11
1173,2,ive item 12 months ive always minor problems recently start freeze reboot devices 2 gs3s currently s4 sandisk send new one,21
1174,4,card exactly seem large fast price well much could ask,10
1175,4,put hp envy x2 extend storage stay inside unit time work hard drive work advertise,15
1176,0,still card go bad 2 weeks own lose tons music data ect lose faith sandisk products try get replace money back return email seller unhappy lose 20gigs moviesmusic data wish would reply seller amazon still dead sdcard file stick,39
1177,4,purchase two microsdxc card sale around black friday use two months work wonderfully absolutely problems either sandisk memory card 64 gb microsdxc class 10 uhs1 card rat transfer speed 30mbsecthe uhs class 1 designation intend performance measure indicate card capable support realtime full hd video record course work use device capable write card speed modern devices offer full hd record camcorders digital slr cameras cell phone build full hd record support standard benefit use uhs1 card uhs certify device encounter problem buffer device stop record could write fast enoughhowever extra high capacity sdxc card need make sure device support microsdxc card simply microsd microsdhc ones biggest difference microsdxc standard use exfat file system rather fat32 ntfs systems modern android devices fact linuxunix devices handle without difficulty devices older cameras android devices windows devices may difficulty formathaving say ive use nikon d80 d7000 digital slr cameras well samsung galaxy s3 galaxy relay 4g phone without difficulty read write fine computers great buy im happy,163
1178,4,package secure product absolutely legitimate sandisk card297 gb available storagenormal 32gb card amazon come againspeed unknown work fine stuffaddenda 91913 two receive work perfectly loss 23 gb32 297explained data add format chip seemsto legitimate 10 speed good microsdhc best,39
1179,4,quality 64gb micro sd memory card suppose would recommend one,10
1180,4,purchase galaxy tab 101 didnt like return tablet accidently leave memory card second one ive purchase use asus t1000 tabletnotebook entirely satisfy,22
1181,4,buy card 32gb sandisk ultra stop work galaxy s3 try format card didnt work card show read warranty information ultra series lifetime warranty email company send ship label return card new way highly recommend card,35
1182,4,find write bandwidth card 15mbsec transfer steady stream dozens gigabytes include full size sdcard adapter appear slightly faster usb adapter test pip devurandom pv onto card read bandwidth appear 181 mbsec,31
1183,4,expect sandisk deliver card fast transfer lot data use buy galaxy 3 work great,14
1184,4,love 64gb capacity compatible devices one go pro hero3 one samsung galaxy 734 tablet,14
1185,4,card samsung galaxy iiiit 8 months issuesokay one issue phone design would unmount phone move around roughly seem pop easy samsung galaxy phone solve problem put electrical tape hold far 8 months hasnt unmountedit give ungodly amount storage phone wonder samsung phone take card issue show total 596 gb available space instal must since phone come 8 gb internal memory nowadays,61
1186,4,buy gopro hero3 slip work great keep camera awesome cheap great smartphones well,13
1187,3,fast big wish bite less cash could buy storage need,10
1188,2,doesnt work s2 skyrocket work xoom odd suffer seem class 4 get sandisk unless tons cheaper 1 steal tweakers suck,20
1189,4,buy similar transcend premium 300x 32 gb microsdhc class 10 uhs couple g1wh dash cams work well cameras key need card compliant uhs 1 better look u 1 3 inside card cameras transcend rat slightly faster cameras seem like either equally well purchase transcend sandisk within pennies aside slight price speed differences theres much recommend one long get least uhs 1 card say manufacturers gskill kingston others,67
1190,4,buy add memory phone problems instal work great dont know could ask anything,13
1191,2,give 4 star dont know problem card phone intermittant problem phone stop recognize fast hold lot would recommend itupdate intermittant issue phone galaxy s3 finally give ghost completely computer wont recognize dont think important data would take sandisk another reviewer indicate replace issue phone computer cant even recognize wipe im send anywhere,52
1192,4,buy price low excellent value good transfer speed work phone camera devices well,13
1193,4,use local backup 2 redundancy ive problems systems,8
1194,4,add samsung note 80 gigs storage everything phone use 5 capacity,11
1195,4,great card great pricecant really beat sandisk brand never let well build use mobius action camera work wonder also work well gopro hero3 silver,24
1196,4,quick initial test multiple settings 30p 1080 4k 15p record successfulhavent do long record field use warm locations yet,19
1197,4,fast sd card really use emulators nvidia shield job right complaints everything order would recommend,15
1198,4,buy card several devices use microsd card compatible newer highercapacity sdxc standard sdhc memory card 32gb largest size available technology standard go one sandisk way didnt worry compatibility issue devices ive use sandisk memory products number years along many brand ive always good result im happy say experience card echo 5000 amazon users rock steady reliable larger file transfer several 2gb movies time perform quickly id hop class 10 card regard readwrite timesaside exist review previous experience sandisk products also pick particular card due uhs1 compliance dont currently uhs1 devices take advantage increase speed negligible cost difference make sense standards technology update fast days futureproofing product provide extend usable life always appreciate,112
1199,4,work perfectly 738 samsung phone usb 2 dont know really need fast mem chip get lot stuff 32 gb use movies train dont want waste data stream cloud,28
1200,3,get galaxy note 3 accept add storage work perfectly use store music file dont junk phone memory,17
1201,4,need room phone pick card pop let phone format work fine specs say phone max 32 gb card thats true really glad get card fast take photos burst mode move every one miss photos due slow card,37
1202,4,sandisk good brand work cant really ask much,8
1203,4,problems use chip reader build laptop seem want format 32gb plug phone could format 64 gb laptop reader saw empty use usb reader laptop could read finei able copy 4gb data old microsd chip problems yet,36
1204,4,far good boost table storage big time keep pics music time price promptness awesome,14
1205,4,use camera work initially would periodically create bad image file none picture take session would remain go camera options reformatted card work perfect ever since far 1000 picture,28
1206,1,call 34class 1034 order figure would useable speed plug copy 9gb program installation file totally dumbfound take 3 hours copy file onto 34ultra34 34class 1034 sdxc card 9gb superslow supercheap plastic schoolkid usb thumb drive take less 10 minutes test various know computers typical raw jpg picture file read speed range 1525mbs write speed range 48mbsec big file 1mbsec small file would call largely unusable disappoint,66
1207,3,memory card exactly advertise class 10 nice fast card heavy use gpsr since buy ive issue,16
1208,1,excite add memory card g2 finally worry use memory anymore short live however maybe months pass memory card refuse write anymore data try format never could wipe use thumb drive reader kwpould delete data avail luckily data still salvageable,39
1209,4,hey memory everybody need never enoughand im always lose memory keep plenty hand stash away rainy day,17
1210,4,buy gopro camera work amazingly lag space 15h record high ress quality 4k gopro need memory card use one,19
1211,4,need space media venue card work perfectly read write fast hold lot movies watch travel,15
1212,4,get time simple secure package insert work without issue come clear plastic case sd adapter typical sd case sizethe sale price 16 change great welllove,25
1213,3,good capacity speed slow almost 10mbut acceptable like,8
1214,4,put music many movies tons room awesome well price time purchase anyhow,12
1215,4,great price card cheap make save several buy form amazon local store lot higher,14
1216,4,use galaxy s3 note 80 note 101 never problem ill continue buy get new devices never try 64g one might,20
1217,4,use galaxy note 2 work great movies music apps issue ever,11
1218,3,work samsung galaxy note 3 dont really stress kinds things problems check heat thing,14
1219,4,phone recognize immediately fast claimpicture take use painfully slow fast take picturesi put galaxy note ii,16
1220,4,buy memory card look additional storage higher transfer rat good price card often amazons lightning deal second one purchase use nokia 808 phone camera store 41mp photos need speedy drive one really work wonder additional space also great storage second one buy laptop stay lieu ssd laptop 80gb internal drive possible would definitely install windows laptop boot memory cardbottom lineneed space problem solve 64gb currently max getneed faster transfer rat microsd card fast get get faster itll cost lot morecost well wait lightning deal much current price really bad5 starsadditionally sd adapter work perfectly include little lock switch make read want,101
1221,4,work perfect understandable 59gb usable case memory items ever dealth,10
1222,4,need right equipment use access newer equipment clearly state use work aware,12
1223,4,sandisk reliable name storage micro sd card exception lot storage good price must tablets cell phone limit onboard memory,19
1224,4,advertise good write read speed work well new microsoft surface complaint significant price drop purchase card thats amazons fault product,20
1225,4,class 6 card samsung galaxy note class 6 card minor speed issue one go,14
1226,4,headline say u go wrong price better look u read past review hope help ure fence pending purchase nothing base decision,21
1227,4,excellent card currently instal samsung gs3 work flawlessly highly recommend make sure phonedevice handle size dont like card 62 16gb,20
1228,4,necessary addition gopro mini hd camera please service advertise repeat customer sure look forward add video photography collection accessories,19
1229,4,microsd serve purpose every way need another certainly buy another one,11
1230,4,fantastic discount remarkable value name brand product would cost three time amount pay,13
1231,4,super fast transfer speed impress price well ill get another doubt two word,13
1232,4,wait microsds reach 64gb capacity affordable price find package arrive early work advertise happy customer,15
1233,4,say memory card okay fast compatible good quality perfect perfect perfect perfect,12
1234,4,always good luck sandisk memory card one exception fast work great galaxy s4 never problem purchase,16
1235,1,take 6 days get 2 card make order early morningnormally thatll get product next even six days laterbe warn slowest ship ive pay prime account since start need card quickly buy different seller,33
1236,4,class 10 micro sd card work flawlessly adapter also work well part small sometimes hard handle work great overall good performance,21
1237,3,first one receive die less 2 months stop read lose card sandisk customer service excellent replace enthuse speed transfer phone pc usb 20 werent impressive opinion slow bottleneck could phone still,31
1238,0,card longer readable three different phone six months light usage picture save card never take phone show sign die thus death cause excessive handle card,25
1239,4,work fine problems decide move 64 gig order one move one usb drive,13
1240,4,buy card get note 2 back october perfect fast problems way fully compatible deviceupdate 11514 buy second card note 3 excellent frustration free package much appreciate pack last year first original card get corrupt put old feature phone confident nothing card way test card galaxy note 2 note 3 note 101 2014 tab 3 7 read card problem extremely satisfy far,61
1241,3,able use microsd card samsung galaxy s3 format phone reason 5 star fast expensive versions,15
1242,4,get phone first wouldnt work new version android able format card phone computer use able load sizable music collection bunch book card put phone use immediately,26
1243,4,per others instructions insert poweredoff phone let phone format automatic yesno dialog remove phone copy old card onto card reader pc plus 20 movies everything work perfectly speed seem outstanding certainly copy 3gb hd movie copy bluray disc take minutes even usb 20,43
1244,4,great price product class 10good name brand way cheaper wireless atore lifetime warranty,13
1245,4,work great fast,3
1246,4,recently upgrade nearly threeyearold htc windows phone samsung galaxy s4 decide give huge memory boost card fill bill perfectly add good file manager app collection use effectively recommendedas aside would upgrade another windows phone wp8 permit number block nuisance callers doesnt lose android,43
1247,0,piece crap 3rd card 3 months ridiculousdo buy crap,9
1248,4,pick sd card add memory phone work great transfer data quickly market new sd card highly advise buy one,19
1249,0,although amazon claim c10 ultra fast memory card actually much slower write speed c10 microsd card score 60 normal speed example test old maxell c10 hc microsd card test do write 3035mb random data dram empty microsd card usb3 card reader result time average value 3 test devicesandisk ultra 32gb c10uhs1 5m50816s mean 87mbsmaxell c10 hc 3m38787s mean 139mbsthe speed completely unacceptable class10 claim 13 lower 10mbs lowest boundary class10 device even overadvertisement sd card speed common claim 30mbs actual 1215mbs almost scam class6 card beat class10 card,88
1250,4,work give much room music samsung galaxy s4 also able use future phone another plus,15
1251,4,work great model dashcam purchasedthe blackvue dr400ghd dr500gwhd32gb work wonder constantly dash cam,13
1252,4,issue get card recognize nvidia shield issue one read write speed seem good happy card far,16
1253,4,use htc work like champ perfect high definition videos music smart phone transfer rate impressive price right,17
1254,3,work fine sandisk usually know theres lot discussion transfer rat forth im fine rate isnt fast slow really dont care long hold keep data transfer card seem sandisk big name usually stick make good,34
1255,4,ship fast work camera store video much faster older memory card price good deal,14
1256,4,havent do speed test sit tablet let store music easy fast enough stream hd video,15
1257,3,complaints match description deliver time work well would easily recommend anyone look memory mobile device etc,16
1258,4,work advertise samsung gn2 smartphone get one dads samsung gs3 sandisk simply reliable hicap micro sd flash memory,18
1259,3,card 3 months galaxy 4 suddenly go read mode data still able copy card could write format card search internet high low solution finally contact sandisk support explain problem say need replace would cover warranty replacement process take two weeks pay return ship 2nd card run 2 weeks nowwell see happen get bad one questionable quality,56
1260,4,good information photo storage small device 2 far different computers great,11
1261,3,want extra space new mobile device choose sandisk microsd card card work perfect far htc one m8 several weeks far performance copy file computer phone adequate performance likely limit phone usb 20 interface havent do test card connect dedicate sd card reader,42
1262,4,exactly describe work great surface pros excellent product never lose data one tardis,13
1263,3,good size card great price complaint adapter card little lip end micro card almost nonexistent adapter card slot tight way could get micro card needle nose pliers take utility knife open adapter card could actually slide ease,37
1264,4,work great phone issue instal itgreat price work well price,10
1265,4,receive undamaged protective package within delivery schedule provide estimate provide adapter use memory card insert garmin 5000 series gps fit good work good test actual card speed,27
1266,4,little gray square one corner miss hold short 32gb data transfer short 30mbs expect use cameras design work design,19
1267,4,ive zune music players memory card could copy cd library play samsung galaxy 4 forget many cds least 400 thousands songs beat pay network charge move next phone move card,30
1268,4,simple format use excellent storage buy along 30 compatible usb microcard adapter download 30 capable computer make fast hassle free transfer picture,22
1269,4,buy problems microsd card work surface rt plug work fine havent do full test performance appear work expect speed,19
1270,4,buy sons samsung galaxy mp3 playeran android version 23 gingerbread device replace class 4 8gb thrill noticeable difference performance device,20
1271,0,buy two card tablets first wouldnt format buy another gskill class 10 second work 35 minutes error freeze think may tablets however gskill work bothso call amazon customer service excellent may problem one vendorsthey ship two new card saturday delivery imply lengthy conversation amazon agent numerous problems particular companyvendorlesson hesitate call return get card seem trouble packi surprise initial review remove amazonso leave another return ii try everything fix card fat32 ntfs newest exfat definitely damage card wary hesitate call customer service,82
1272,3,use samsung galaxy smart phone find issue easy access,9
1273,4,recently upgrade cellphone samsung galaxy note ii super phone neededwanted larger memory card unit much better couldve every ask performance reliability,21
1274,4,speedy high capacity memory augmentation recall 27 years school great price excellent product expect complaints purchase,16
1275,4,gf want music phone get hasnt put music phone yet cant say well work phone recognize sit couple months,19
1276,4,love chip buy samsung s4 work well fast issue buy one mom,12
1277,4,great item run lot faster cheap ones still really good price worth extra money,14
1278,4,work great gopro hero 3 black,6
1279,3,memory card run smooth say class 10 card also come good price,12
1280,4,thank reviewers know buy b4 ever get galaxy3 cell phone gift niece tomorrowsame day sandisk thank time share thoughts opinions wasis appreciate,22
1281,3,buy put olympus pen epm1 camera take standard sd card therefore must go adapter put camera unfortunately something touchy sometimes turn camera get card error sometimes pop card back itll work past weekend couldnt get work im guess camera maybe adapter plug card adapter computer copy picture work perfectly im sure problem make sure always carry spare normal sd card camera case one stop work,65
1282,4,need storage phone dont know ive always buy sandisk brand always happy product vary sizesdeb,15
1283,4,order two samsung galaxy s3 phone work perfectly exactly want need,11
1284,3,problems two buy one family member love need four word keep buy,12
1285,3,thank amazon show type memory card adapter need love buy everything need use electronics purchase,15
1286,4,work perfectly since day get hassle problems far hold everything would ever want store,14
1287,0,purchase sandisk think reliable name brand galaxy s3 purchase 32gb card handle photos movies id say last 4 months havent use storage photos occasional movie device fail yesterday lose photos file thank goodness dropbox autophoto upload otherwise would permanently lose photosi actually go back amazon brand microsd card 16gb fast far way reliable sandisk cant beleive sandisk card fail im probably go rma unit hope send better unit guarantee im go burn card make sure theres errorsi give one star think pay premium premium product expect near flawless possible,89
1288,4,put ideatab know another 60 gb space document far issue,10
1289,4,buy add storage 16gb gs4 end around 10gb arrival transfer speed great able copy entire music library minutes,18
1290,4,affordable memory lot storage excellent purchase worth thank every one,10
1291,4,dont think much say little cardadapter purchase magic wand scanner use work capture image quick swipe across wall chartmap card store plenty image keep scanner adapter work great hasnt fail store transfer image yet,34
1292,4,didnt really need phone figure may well get get love 32gb storage work good record 1080p video,17
1293,3,great product production come small issue time phone say card damage sometimes reboot sure phone card get 2 one wife never issue live happen every often,26
1294,2,seem like good value yet ive get actually use minei buy contour camera without realize apparently know incompatible find afterward contour forum device support microsd 64gb something sandisk ultras doesnt play nicely unclear exactlyso im sure great might want check around make sure device support thing,46
1295,4,purchase florida price fab card excellent fast gopro hero 3 absolute must,12
1296,4,better price samsung brand card work well better make sure check requirements device get best card device,17
1297,4,need extra space store music work great samsung s4,9
1298,4,put camera start take picture without even format diskalthough recognize 29 gbs make think whyi think may sandisk tool hide diskthe bright color make easy find camera bag,28
1299,4,sandisk make great big little card htc sensation 4g isnt suppose work get full memory card work great able cary mush memory phone,23
1300,4,great product promise slip right samsung galaxy s4 issue like adapter provide case want load data laptop directly card do serious benchmarking around media perform run card vs onboard memory notice difference,32
1301,4,far work fine samsung galaxy note 80 access videos music card fast,12
1302,4,buy new phone get chip largest phone would accept keep lot picture 100 satisfy,14
1303,0,32gb sd card 4 months die try swap say warranty 60 days long last sandisk product ever buy,18
1304,4,much say order put new dell venue 8 pro tablet plug work advertise nuff say,15
1305,4,get within couple days order easy install work great want extra storage right size,14
1306,4,use nifty minidrive extend build ssd macbook pro highly recommend anyone need speedy flash card,15
1307,4,feel odd give 5 star something disappear piece electronics fair work promise nothing wrong use store digital map garmin 810 bike gpscomputer file 4gb size map load quickly garmin problem enter bike route navigate one take twice 42 mile ride 60 mile ride work flawlessly time nuff say,48
1308,3,good price fast enough load mp3 file computer quickly use sansa clip mp3 players perfect match,16
1309,4,yup chip need never want worry run use gopro hero 3 black edition 1080 sw go hours longer 2 3 batteries,21
1310,4,order instal dec 2013 work fine since quite detail review others bad experience s4 apparently address seem good,18
1311,4,lowend android phone make use much easier increase responsiveness course storage capacity,12
1312,4,nice able stuff 20gb music movie file phone still room take lot photos video,14
1313,4,great memory card ive put phone music picture storage work exactly advertise,12
1314,4,really good price amazon use card expand memory garmin gps unit,11
1315,3,good value great speed memory purpose serve wish memory good,10
1316,4,catch sale amazon high speed qualitty vendor sandisk high capacity micro sd card highly recommend anyone use microsoft surface windows phone 8,22
1317,4,ive try several brand microsd card various smartphones sandisk card far fastest reliable card ive use like others mention format use tool sdcardorg faster card ever use completely error free issue whatsoever,32
1318,4,great 32 sd card work real good samsong rush hold lot picture lot videos lot mp 3 mp4 4matic songs good sd card would recommend everybody thats give 5 star,30
1319,4,bouth order extend capacity tablet 64 gbnow 128 gb asus transformer infinity,12
1320,3,see everyone family kind device utilize microsd sd card item fit bill pick bunch stuff stock come basic white package adapter fullsized sd 32gb nice size especially new hd smartphones tablets better luck sd card flash drive 62 nearly flash drive purchase die 3 microsd card go south zero fullsized sd card go bad instal stockingstuffer car dvr dash cam record daily drive speed test show read speed excess 33mbsec write speed 1619mbsec fast enough hd devices,77
1321,4,say extra memory chip gopro small compact travel travel work great,11
1322,4,buy underwater camera take photos video take 7000 picture lol,10
1323,0,lose data 3 time card dont know card s3 data always end unrecoverable piece lostdir directory phone create first time insert card dont trust hold anything cant afford looseupdate purchase akingston digital 32 gb microsdhc flash memory card sdc432gblast week replacement hasnt lose data yet ill update issueupdate 2 thekingston digital 32 gb microsdhc flash memory card sdc432gbhas phone 2 months data loss better product,65
1324,3,reliably turn blackberry jukebox full music video file buffer stutter catch,11
1325,4,good price good quality card work perfectly video recorder well canon 500d class 10 really bust speed need import photo video,21
1326,3,speed squeak bare minimum class 10 good tablets smartphones wouldnt recommend picture video cameras,14
1327,4,good look sandisk brand microsdhc still want wait review usually units go fail fail first daysweeks run lg optimus phone flawless since install still work sandisk micrsdhc 32gb thats 2 years old transfer old htc optimus galaxy s3,38
1328,3,great value money work advertise sd card else say make write word,12
1329,4,sandisc make awesome products digital cameracamcorder use sandisc class 10 memory card reliable tough work flawlessly best value money,19
1330,4,memory work phone store file price right youre look 32g fine,11
1331,4,really great micro sd card purchase one samung tablet another one digital video,13
1332,4,mount s5 work flawlessly start transfer speed great use s5s usb 30 capabilities,13
1333,4,ship describe easy add phone work perfect picture cell phone allow videos worry memory,14
1334,4,work great new s5 love things need work phone better use 32gb work great,14
1335,4,dont get rip buy card direct gopro buy less use money save buy extra battery since hero 3 battery life sucksi hero 3 black edition work great record format speed even highest resolution ones require full use card 10 mbsec rat theyre fast copy file computer well havent benchmarked review already information theyre certainly much faster old class 4 card use hero 2 camerasi would recommend format upon arrival one initial issue one format resolve work fine since numerous use think miss qc check factory hasnt heat issue others mention regard defective ones people receive work flawlessly since im worry point,101
1336,4,buy card extend storage capability tablet hold hundreds short video file without use tablets build memory transfer speed computer card relatively fast someday may need storage tablet always buy another one card,32
1337,4,best deal could find fast microsd card seem work fine new android tab cant lose,15
1338,3,yet soon new case look forward use dont know else say,11
1339,4,use phone transfer information back forth phone laptop great hold lot items problems probably get another larger size,18
1340,3,suppose use samsung laptop never remove never problem,8
1341,4,work excelent see fast others good performance sandisk demonstrate excelent products case,12
1342,4,hello micro sd perfect liquid image ego camera hd fast great capacity excellent recommend,14
1343,4,buy astak cm7200this memory card work great hesitation videogreat pice toono problems thumb,13
1344,4,buy 3 32gb micro memory card kid tablets kid love extra memory although need new tablets,16
1345,4,buy 6yr olds nabi tablet thing work perfectly allow download music game ease love price trust sandisk products,18
1346,4,receive card decent amount time package well memory card crispy brand new perfect condition instal card video camera work perfectly good deal,22
1347,4,excellent storage small work well everything need plus come good price,11
1348,4,order saw excellent specs think micro chip come well surprise receive parcel find contain also sd adapter make chip usable computers laptops etc btw amazon price beat chip find costco 5 lesscopied content older 16 gb micro sd card onto new one swap chip go use several sandisk memory chip include compact flash card dslr excellent brand fast reliable lse data writeread errors perfect,64
1349,4,run disk utility function ubuntu linux 1204 lts minimum read 137 maximum read 151 average read 149 thats acceptable give class 10 designation,23
1350,4,way less anything could get big box store issue card far would buy,13
1351,4,cant beat class 10 flash memory speed least unit work assuringly f reliably reasonable price hesitation recommend buy sandisk brand,20
1352,4,older generation sandisk 32gb card bough 2011 one lot fasterthe red stripe design also make stand visually nicely wish include adapter would paint match color instead plain generic black like memory card adapters,33
1353,3,last card get bad least one work properly sandisk best brand,11
1354,3,really like sd card fast look good great value say,10
1355,4,work well galaxy note ii ive buy many sandisk memory card never experience failure even 256mb sd card purchase palm pilot still work,23
1356,4,memory card tiny work need ten word post review,9
1357,4,say sandisk knock work great never buy one faster max speed device throw away money call future proof next device know use,22
1358,4,format issue use htc one max daughters galaxy s4 problems crash data loss load book videos music tons space leave,20
1359,4,lot extra storage space card quality brand name bite pricey opinion great product overall though,15
1360,4,love large storage space great get less expensivettablet make better expensive one,12
1361,4,work good say sd card store video file gopro nuff say,11
1362,4,buy card cars windshield mount 1080p dash camera cam arrive insert 16gb card hand type 6 didnt realize could degrade cams performance read online forum 34any video photo application benefit greatly type 10 memory card34 order sandisk 16gb type 10 micro sd card wow difference stutter video think inherent camera go believe color rendition better wellthis card far best price supplier arrive quickly solve problem wasnt even sure,68
1363,4,great speed reliable complaints last months smartphone longer knockoff brand receive,11
1364,4,work great say gopro pull put computer use little sd adapter way quicker pull 16 gb way dont know,19
1365,0,spend 50 thing come fast didnt work neither computer phone could read format plenty memory card know unmount software odds fine mine suck,23
1366,4,ive hear horror stories model one good really make life easier allow plenty storage,14
1367,4,want get hero3 time get hero3 recommend card many problems people issue since gopro endorse card understand change firmware prevent problems problems 64gb version read 32gb lower versions ok,29
1368,4,days far seem work fine one thing aware adapter come little slider switch write protect mode could write memory card laptop almost embarrass ask sandisk support realize problem give 10 blame sandisk since slider visual indication little dab white ink would give help mostly anyway aware use adapter,48
1369,4,sandisk reputable company class10 microsdhc card quick use galaxy s3 record video photos without skip beat,16
1370,4,work perfectly far fit zeepad android exactly run great recommend 32 gb card android similar device need additional record space,20
1371,3,purchase add memory windows 81 tablet dell venue pro work like charm also shop aroundand best price find,18
1372,4,get galaxy note didnt want pay triple price att store buy instead,12
1373,4,work great dell venue 8 pro,6
1374,4,havent use long far work great,6
1375,4,cameras get smaller smaller time resolution get better better order take full advantage pixels file get larger larger ultimately render small size picture card less handy cameras let take minimovie also eat space quite quicklythis sandisk card give ability store considerably information neat small footprint want go card make sure compatible equipment every camera take every card due diligence,59
1376,4,product provide stable compatible storage augmentation android tablet true asset need,11
